"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"8729935390","0","WATER & SANITATION REFORM STUDY-KFW","","start-actual","","end-planned","Germany","DEU","Uganda","UGA","140","Water supply and sanitation","Completion","2004","2004","121951.219","0.0"
"8729931911","0","EMERGENCE PROGAMME WATER/ SEWERAGE-KFW","2000-01-02","start-actual","","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","2000","2003","621631.205","247578.825"
"8729931929","0","SUPPORT FOR PRIMARY EDUCATION","1995-05-04","start-actual","","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","1995","1996","1684097.496","1650019.491"
"8729922916","0","TA TO MINISTRY OF ENERGY","1999-01-02","start-actual","2001-07-31","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","1999","2002","843697.804","788838.96"
"8729931908","0","STUDY & EXPERT FUND IV-KFW","2000-08-10","start-actual","","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","2000","2004","1416321.329","1508900.065"
"8729924928","0","ROAD MAINTENANCE IN EASTERN UGANDA","1997-05-28","start-actual","2007-01-17","end-planned","Germany","DEU","Uganda","UGA","210","Transport and storage","Completion","1992","2007","64173830.631","57308877.967"
"8729921937","0","SUPPORT TO IDPS-GULU, KITGUM,PADER","2002-07-18","start-actual","2002-12-31","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","2002","2002","2212210.266","2361400.421"
"8729931938","0","TA FOR NATURAL RESOURCES- MTW","1995-05-04","start-actual","","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","1995","1996","1010458.498","990010.661"
"8729931942","0","TA TO DIRECTORATE OF REFUGE-LG","1995-05-04","start-actual","","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","1995","2004","1347277.997","1591895.325"
"8729922945","0","TA UGANDA WILDLIFE AUTHORITY","2002-01-02","start-actual","","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","2002","2003","529884.032","625929.61"
"8729921951","0","REFINANCING DFCU-KFW","2002-12-23","start-actual","","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","2002","2003","3501580.61","4067319.461"
"8729922950","0","TA MINISTRY OF ENERGY","2002-01-02","start-actual","","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","2002","2007","2570918.822","4388055.68"
"8729922956","0","JUSTICE, LAW AND ORDER REFORM 2003","2003-01-02","start-actual","","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","2003","2004","860906.217","264710.272"
"8729938923","0","FINANZIERUNGSBEITRAG ZUGUNSTEN DER CENTENARY RURAL DEVELOPMENT BANK (CERUDEB)-GTZ","1997-03-12","start-actual","","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Implementation","1997","2001","969580.278","571466.633"
"8729935617","0","HOIMA, KIBALE, KABAROLE DDSP.","1998-10-15","start-actual","","end-planned","International Fund for Agricultural Development|Ireland","DAC|IRL","Uganda","UGA","151","Government and civil society, general","Implementation","1998","2008","12695340.719","7521023.552"
"8729925961","0","POVERTY REDUCTION SUPPORT CREDIT II (POVERTY ERADICATION ACTION PLAN-PEAP)","2004-05-06","start-actual","","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","2004","2004","4739336.492","4460867.298"
"8729932222","1","POVERTY REDUCTION SUPPORT CREDIT VI (KFW)","2007-03-03","start-actual","","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","2007","2007","4761904.761","4793595.206"
"8729932221","1","POVERTY REDUCTION SUPPORT CREDIT V (KFW)","2006-03-21","start-actual","","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","2006","2006","4332129.963","4585987.261"
"8729932220","1","POVERTY REDUCTION SUPPORT CREDIT IV (KFW)","2005-10-17","start-actual","","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","2005","2005","4920049.2","4813477.737"
"8729922135","1","CO-FINANCING POVERTY REDUCTION SUPPORT CREDIT (PRSC) VII - IX","2008-11-24","start-actual","2011-12-30","end-planned","Germany","DEU","Uganda","UGA","151","Government and civil society, general","Implementation","2008","2011","17587939.698","3831417.624"
"8729922927","1","IMPROVEMENT OF THE PAYMENT TRANSACTION SYSTEM-KFW","2001-12-14","start-actual","","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","2001","2007","2512389.199","2808075.75"
"8729922954","1","CO-FINANCING POVERTY REDUCTION CREDIT II","2003-08-19","start-actual","","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","2003","2006","9791921.664","9944136.191"
"8729925953","1","POVERTY REDUCTION SUPPORT CREDIT III (CO-FINANCING WITH IRBD)","2004-05-06","start-actual","","end-planned","Germany","DEU","Uganda","UGA","510","General budget support","Completion","2004","2004","4739336.492","4999962.815"
"8729922721","0","L.VICTORIA ENVIRONMENT MANAGEMENT PROGRAMME","1997-06-30","start-actual","2013-06-30","end-planned","Global Environment Facility","DAC","Uganda","UGA","140","Water supply and sanitation","Completion","1996","2013","20411078.717","11550440.892"
"8729922227","1","ENERGY FOR RURAL TRANSFORMATION-MEMD","2006-10-12","start-actual","2010-12-31","end-planned","International Bank for Reconstruction and Development","DAC","Uganda","UGA","230","Energy generation and supply","Completion","2006","2010","1500000.0","1700582.0"
"8729924830","0","NATIONAL MUSEUM COMMISSION","1997-09-11","start-actual","1998-12-31","end-planned","International Bank for Reconstruction and Development","DAC","Uganda","UGA","510","General budget support","Completion","1997","2001","184974.0","184948.0"
"87299462424","0","KARUMA INTERCONNECTION PROJECT","","start-actual","2015-12-31","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Completion","2008","2015","2706911.895","2119875.542"
"8729932199","1","UGANDA MEAT EXPORTS DEVELOPMENT PROJECT","2009-07-03","start-actual","2013-06-30","end-planned","Norway","NOR","Uganda","UGA","311","Agriculture","Implementation","2009","2013","3324191.805","1583868.052"
"872992488","1","UETCL/STATNETT TWINNING - PHASE II","2009-04-29","start-actual","2011-04-01","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Completion","2009","2011","2310421.651","1360793.533"
"8729922381","1","CONSTRUCTION OF OIL REFINERY","2011-10-11","start-actual","2012-12-31","end-planned","Norway","NOR","Uganda","UGA","230","Energy generation and supply","Implementation","2011","2012","2523068.05","5255277.647"
"87299311605","1","SAWLOG PRODUCTION GRANT SCHEME PROJECT","2009-10-13","start-actual","2016-09-07","end-planned","European Union|Norway","DAC|NOR","Uganda","UGA","140","Water supply and sanitation","Implementation","2009","2016","19553195.972","8930918.381"
"87299381427","1","HEALTH SECTOR WIDE APPROACH","2000-04-17","start-actual","","end-planned","Norway","NOR","Uganda","UGA","510","General budget support","Implementation","2000","2005","627919.865","8879768.02"
"8729935479","1","STRENGTHENING UPSTREAM PETROLEUM","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","510","General budget support","Implementation","2005","2007","2229392.609","2326186.664"
"87299381142","1","NORWEGIAN GRANT TO MDF","1996-12-11","start-actual","","end-planned","Norway","NOR","Uganda","UGA","510","General budget support","Completion","1996","1997","6183536.642","6034159.161"
"8729925405","0","BUDGET SUPPORT CBR DISABLED","2002-03-18","start-actual","","end-planned","Norway","NOR","Uganda","UGA","510","General budget support","Completion","2002","2007","451333.0","917809.0"
"87299271110","1","SWAP DEVELOPMENT FUND","2004-10-19","start-actual","","end-planned","Norway","NOR","Uganda","UGA","510","General budget support","Completion","2004","2007","1518197.11","1617666.038"
"87299271129","1","PAF BUDGET SUPPORT UGA-2874 2002/04","2002-12-03","start-actual","2004-01-30","end-planned","Norway","NOR","Uganda","UGA","510","General budget support","Completion","2002","2010","23958058.002","14511349.905"
"87299241146","1","GENERAL BUDGET SUPPORT 2001","2001-01-02","start-actual","","end-planned","Norway","NOR","Uganda","UGA","510","General budget support","Completion","2000","2001","1496816.211","2922677.983"
"87299251152","0","ELECTIONS-REFERENDUM 2000","1999-01-02","start-actual","","end-planned","Norway","NOR","Uganda","UGA","510","General budget support","Completion","1999","1999","334800.204","316970.317"
"87299241151","1","NORWAY JUSTICE REFORM 2001","2001-01-02","start-actual","2001-12-31","end-planned","Norway","NOR","Uganda","UGA","510","General budget support","Completion","2001","2001","561058.251","548591.666"
"8729925127","1","PRDP","2008-12-03","start-actual","2009-06-30","end-planned","Norway","NOR","Uganda","UGA","311|110","Agriculture|Education","Completion","2008","2010","4698996.89","10315279.203"
"8729922203","1","BUDGET SUPPORT 2004/05-2008/09","2004-12-03","start-actual","2009-12-31","end-planned","Norway","NOR","Uganda","UGA","510","General budget support","Completion","2004","2010","63026916.981","66576398.404"
"8729922391","0","SUPPORT TO JLOS STRATEGIC INVESTMENT PLAN","2008-12-02","start-actual","2011-06-30","end-planned","Norway","NOR","Uganda","UGA","510","General budget support","Completion","2008","2011","7034426.483","8899942.147"
"87299221179","1","SWISS GRANT TO MULTI-DEBT FUND","1995-12-18","start-actual","1996-12-31","end-planned","Switzerland","CHE","Uganda","UGA","510","General budget support","Completion","1995","1996","8589441.858","8589441.858"
"87299221174","1","SECOND GRANT TO THE MULTI-DEBT FUND","1997-12-02","start-actual","1998-12-31","end-planned","Switzerland","CHE","Uganda","UGA","510","General budget support","Completion","1997","1998","6951637.458","6786286.272"
"8729931464","0","RURAL ELECTRIFICATION PROJECT II","2011-10-13","start-actual","","end-planned","Saudi Fund for Development","SAU","Uganda","UGA","230","Energy generation and supply","Implementation","2011","2011","11000000.0","0.0"
"8729922209","0","PRIMARY EDUCATION REFORM RWENZORI","2002-01-02","start-actual","2006-12-31","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2002","2006","3960749.33","6130957.906"
"87299223279","0","NAMUWONGO UPGRADING & LOW COST HOUSING","1986-11-27","start-actual","","end-planned","Shelter Afrique|United Nations Development Programme","DAC|DAC","Uganda","UGA","160","Other social infrastructure and services","Completion","1986","1998","2720000.0","2719970.0"
"87299241027","0","PROGRAMME MODERNISATION OF AGRICULTURE","2001-01-02","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2001","2001","291333.647","277722.371"
"8729921989","0","NATIONAL AGRIC ADVISORY SERVICES","2002-01-02","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","311","Agriculture","Completion","2001","2005","2409020.735","5311578.447"
"8729924412","1","EDUCATION SECTOR SUPPORT ESSP PAF","2007-07-01","start-actual","2010-06-30","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2007","2011","31955922.865","39367324.025"
"8729922970","0","PRIMARY EDUCATION REFORM","1996-12-16","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","1996","2002","4466083.239","4550240.03"
"8729935971","0","EDUCATION SECTOR INVESTMENT PLAN","2000-07-21","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2000","2002","3947572.377","4586302.18"
"8729921973","0","BUDGET SUPPORT TO EDUCATION SECTOR","2000-07-21","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2000","2003","7620773.776","9324713.551"
"87299241009","0","PAF CLASSROOM CONSTRUCTION 2001/02","2001-09-24","start-actual","2004-12-31","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2001","2004","10668118.721","9418060.594"
"87299211020","0","BUDGET SUPPORT TO EDUCATION - NON PAF 2003/04","2003-07-02","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2003","2003","4421768.707","4421768.707"
"8729924991","0","HEALTH SECTOR INVESTMENT PLAN","2000-01-02","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2000","2002","3101028.285","6755685.558"
"8729924997","0","HIV/AIDS PROGRAMME","2000-01-02","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2000","2005","308157.241","2071362.901"
"87299241049","0","MULTILATERAL DEBT RELIEF","1997-09-05","start-actual","1997-09-30","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","1997","1997","7311174.006","7439019.672"
"8729931965","0","POVERTY ACTION FUND 1999","1999-01-02","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","1999","1999","2587881.0","2531064.0"
"8729921968","0","POVERTY ACTION PLAN 2000/01","2000-05-09","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2000","2000","1497000.0","1497270.0"
"8729924972","0","POVERTY ACTION FUND 2000","2000-01-02","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2000","2000","2391009.118","2157530.595"
"87299241013","0","BUDGET SUPPORT CONSOLIDATION 2001/03","2001-07-27","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2001","2004","43813000.0","62544456.315"
"87299241196","0","HEALTH SECTOR SUPPORT 200-03","2000-10-17","start-actual","2003-12-31","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2000","2003","28181438.128","13370872.412"
"87299241172","0","POLICY STUDIES MONITORING","1998-01-02","start-actual","","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","1998","2001","1011787.322","978021.827"
"87299241175","0","INTERNATIONAL COURSES 1999","1998-12-15","start-actual","1999-12-31","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","1998","1999","59316.031","59316.031"
"87299271193","0","EDUCATION BUDGET SUPPORT 2001","2001-07-02","start-actual","2001-12-31","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2001","2001","633886.0","633886.0"
"87299221207","0","MAKERERE UNIVERSITY ICT","2000-01-03","start-actual","","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2000","2003","3478018.919","834724.54"
"87299251209","0","HEALTH SECTOR SUPPORT 2003/2007","2003-10-02","start-actual","","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2003","2009","33240374.74","25104481.962"
"87299211128","0","MULTILATERAL DEBT FUND (MDF)","1996-05-31","start-actual","1997-02-15","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","1996","1997","13912075.681","13912162.694"
"8729935334","0","AMNESTY PROCESS","2004-01-02","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2004","2006","507614.213","463109.298"
"8729935976","0","GOVERNMENT ELECTIONS REFERENDUM","2000-01-02","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2000","2000","257292.806","235123.084"
"8729921978","0","DEMOCRATISATION","2001-01-02","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","151","Government and civil society, general","Completion","2001","2004","499385.348","1426960.122"
"8729921983","0","ANTI-CORRUPTION","2001-01-02","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2001","2005","119673.892","597895.313"
"8729924984","0","JUVENILE JUSTICE REFORM PROGRAMME","1999-10-25","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","1999","2005","812199.36","1845589.423"
"8729925986","0","TRUNK RD KAKUMIRO TO KAGADI","1996-01-02","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","1996","1999","5534699.669","4230492.624"
"87299211130","0","SIDA GRANT FOR DEBIT SERVICE","1995-01-01","start-actual","1995-10-10","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","1995","1995","7588404.917","7588404.917"
"8729924421","1","JLOS SECTOR SUPPORT JLOS/SIP II","2007-07-01","start-actual","2010-06-30","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2007","2011","11625344.352","25460548.621"
"87299271140","0","SWEDISH MDF SUPPORT 1997","1997-11-13","start-actual","1997-12-31","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","1997","1997","10117873.223","10117873.223"
"8729924436","1","PRDP/KIDDP - JLOS INSTITUTIONS","2008-11-27","start-actual","2009-06-30","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Implementation","2008","2011","753768.844","10243187.167"
"87299221145","0","POVERTY ACTION FUND(PAF)","1998-12-08","start-actual","1999-12-31","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","1998","1999","6323670.764","6323670.764"
"87299241033","0","IRISH COMMERCIAL JUSTICE 2000","2000-01-02","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2000","2000","101317.122","86355.785"
"87299221168","0","PRDP 2009-2011","2009-06-04","start-actual","","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2009","2009","5691303.687","1897101.229"
"87299251171","0","SWEDEN GENERAL BUDGET SUPPORT 2002","2002-01-02","start-actual","","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2002","2002","440665.25","440665.25"
"87299221200","0","BUDGET SUPPORT 2001","2001-12-10","start-actual","2001-12-31","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2001","2001","6956037.84","6956037.84"
"87299221204","0","SWEDEN SWAP 2000","2001-01-02","start-actual","2001-12-31","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2001","2001","100000.0","100000.0"
"87299251214","0","SWEDEN GENERAL BUDGET SUPPORT 2003","2003-01-02","start-actual","","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2003","2003","8220771.993","8220771.993"
"87299251220","0","GENERAL BUDGET SUPPORT 2004/2005 PAF","2004-02-18","start-actual","","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2004","2011","61971973.491","39118642.958"
"87299271173","0","CONSULTANCY FUND (2001- 2004)","2001-06-18","start-actual","","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2001","2002","2276521.475","393334.471"
"87299211118","0","SUPPORT TO LC ElECTIONS 97/98","1997-11-13","start-actual","1998-12-31","end-planned","Sweden","SWE","Uganda","UGA","151","Government and civil society, general","Completion","1997","1998","1075024.029","1075024.029"
"87299211136","0","ALLEVIATION OF POVERTY/SOCIAL","1997-10-30","start-actual","1999-12-31","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","1997","1999","1644154.398","1644154.398"
"87299211154","0","FOUNDATIONS FOR THE HUMAN RIGHTS INITIATIVE","1999-02-02","start-actual","","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","1999","1999","379420.245","379420.245"
"87299211158","0","HUMAN RIGHTS NETWORK","1999-01-02","start-actual","2000-03-31","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","1999","2000","316183.538","316183.538"
"87299271180","0","REFERENDUM 2000","2000-01-03","start-actual","2000-12-30","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2000","2000","632367.076","632367.076"
"87299241185","0","ELECTION MONITORING SUPPORT 2000/01","2000-01-02","start-actual","2001-12-31","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2000","2001","632367.076","632367.076"
"87299271190","0","UGANDA RESEARCH 2001","2000-01-03","start-actual","2001-12-31","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2000","2001","1859348.914","1859348.913"
"87299221215","0","HUMAN RIGHTS FUND UGANDA","2001-12-15","start-actual","","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2001","2003","189710.122","89304.142"
"87299221217","0","UHRC CORE SUPPORT","2001-12-15","start-actual","","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2001","2006","1391207.568","1918983.152"
"87299271186","0","MACROECONOMIC MONITORING","2000-01-02","start-actual","2000-12-30","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2000","2001","12647.341","12647.341"
"87299251228","0","SUPPORT TO JLOS 2003/04-2005/06","2004-04-03","start-actual","2006-12-31","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2004","2007","6323670.764","6349466.408"
"87299221428","0","SUPPORT TO JLOS SECTOR 2009-10","2009-11-19","start-actual","2011-12-31","end-planned","Sweden","SWE","Uganda","UGA","510","General budget support","Completion","2009","2011","4343482.604","0.0"
"8729931394","1","ASPS/NAADS AGRICULTURE SECTOR BUDGET SUPPORT","2004-06-25","start-actual","2004-06-25","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","311","Agriculture","Completion","2004","2011","784204.808","7783814.843"
"8729938886","1","ASSISTANCE TO THE JUDICIARY SYSTEM","1999-01-02","start-actual","","end-planned","Denmark/DANIDA|Norway","DNK|NOR","Uganda","UGA","151","Government and civil society, general","Implementation","1995","2007","17057882.336","22757606.331"
"8729938919","1","LOCAL GOVERNMENT DEVELOPMENT PROGRAMME II","2003-11-12","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","151","Government and civil society, general","Implementation","2003","2005","2700000.0","2699963.0"
"8729931894","1","RAKAI DISTRICT DEVELOPMENT PROGRAMME","1996-02-27","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","151","Government and civil society, general","Completion","1996","2007","17374424.966","11864149.61"
"87299221851","0","AGRICULTURE SECTOR PROGRAMME SUPPORT - CREDIT","1998-09-22","start-actual","2000-12-31","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","151","Government and civil society, general","Completion","1998","2004","4702240.27","1004652.101"
"87299221870","1","AGRICULTURE SECTOR PROGRAM SUPPORT - FARMER ORGANISATIONS","1998-09-22","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","311","Agriculture","Completion","1998","2003","6351878.66","4966552.921"
"87299221869","1","AGRICULTURE SECTOR PROGRAM SUPPORT - HASP","1998-09-22","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","311","Agriculture","Completion","1998","2004","5010583.894","1792074.774"
"87299221871","1","AGRICULTURE SECTOR PROGRAM SUPPORT - LSRP/NARO","1998-09-22","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","311","Agriculture","Completion","1998","2004","5750608.593","772303.364"
"87299221937","0","NATIONAL SHELTER PROGRAM - MALUKU & AWINDIRI","1994-01-08","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","210","Transport and storage","Completion","1994","1995","463860.311","369228.978"
"87299221947","0","8 DISTRICTS ROAD NETWORK - LABOUR BASED","1998-12-10","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","210","Transport and storage","Completion","1998","2007","8601719.783","9090715.153"
"87299221949","1","8 DISTRICTS ROAD NETWORK - FEEDER ROADS","1998-12-10","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","210","Transport and storage","Completion","1998","2005","20896184.893","12404282.992"
"87299221963","0","SUPPORT TO HUMAN RESOURCE DEVELOPMENT - HSSP","","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","120","Health","Completion","1996","2002","1723460.432","1114173.963"
"87299221990","1","AGRICULTURE SECTOR PROGRAM SUPPORT - MOES","1998-09-22","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","311","Agriculture","Completion","1998","2004","9111554.098","3113375.156"
"8729935607","0","SUPPORT TO SMALL TOWNS WATER AND SANITATION","2005-06-13","start-actual","2008-12-31","end-planned","African Development Fund|Denmark/DANIDA","DAC|DNK","Uganda","UGA","140","Water supply and sanitation","Completion","2002","2009","41041865.948","43060086.616"
"87299462498","1","THE PROJECT FOR IMPROVING AGRICULTURAL PRODUCTIVITY THROUGH PROMOTING ANIMAL TRACTION IN 5 DISTRICTS IN EASTERN UGANDA","2013-03-06","start-actual","","end-planned","Japan","JPN","Uganda","UGA","311","Agriculture","Implementation","2013","2013","118615.0","113666.587"
"87299463160","0","U-GROWTH PROJECT (RURAL TRANSPORT INFRASTRUCTURE)","2009-12-14","start-actual","2014-12-31","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","210","Transport and storage","Implementation","2009","2014","88073982.145","0.0"
"8729922367","0","BUDGET SUPPORT 2004/06","2004-12-15","start-actual","2007-06-30","end-planned","Ireland","IRL","Uganda","UGA","510","General budget support","Completion","2004","2007","92430278.884","88493655.916"
"87299271407","0","PER & UTILITY SECTOR REFORM","2001-04-23","start-actual","2005-06-30","end-planned","United Kingdom|United Nations Development Programme","GBR|DAC","Uganda","UGA","151","Government and civil society, general","Completion","2001","2005","1919540.229","1990685.956"
"8729922751","0","LAW REFORM COMMISSION","1996-08-01","start-actual","2001-12-31","end-planned","Austria|United Kingdom","AUT|GBR","Uganda","UGA","151","Government and civil society, general","Completion","1996","2002","696347.744","584130.864"
"8729931960","0","STRENGTHEN INSTITUTIONAL GOVERNANCE","1995-12-31","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","151","Government and civil society, general","Completion","1995","1997","96254.0","96254.0"
"8729921533","0","ISLAMIC UNIVERSITY IN UGANDA","2010-10-24","start-actual","2013-12-31","end-planned","Islamic Development Bank","DAC","Uganda","UGA","110","Education","Implementation","2010","2013","567000.0","0.0"
"8729924527","0","PIPELINE EXTENSION FEASIBILITY STUDY","","start-actual","","end-planned","Islamic Development Bank","DAC","Uganda","UGA","230","Energy generation and supply","Implementation","1997","1997","125558.0","0.0"
"872992546","0","EVIDENCE BASED DECISION MAKING","2010-11-26","start-actual","2014-09-30","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation","2010","2014","16155088.852","1235204.8"
"8729931270","1","STRENGTHENING EVIDENCE BASED DECISION MAKING-PHASE II","2010-11-26","start-actual","2014-09-30","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation","2010","2014","16155088.852","0.0"
"8729935350","1","ADULT LITERACY(LITNET)","2004-01-02","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","160","Other social infrastructure and services","Completion","2004","2005","126903.553","63321.012"
"87299351197","1","VISION TERUDO FOOD PROGRAMME","1996-03-22","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","510","General budget support","Completion","1996","1999","319457.446","301322.103"
"87299381236","1","LAKE RESOURCE MANAGEMENT","1998-03-02","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","510","General budget support","Completion","1998","2005","7980360.065","7151168.173"
"87299211240","1","PLAN FOR MODERNISATION OF AGRICULTURE 2000","2000-01-02","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","510","General budget support","Completion","2000","2000","1470000.0","1470000.0"
"8729935397","0","WATER AND SANITATION FOR URBAN POOR","2003-02-03","start-actual","","end-planned","Germany","DEU","Uganda","UGA","140","Water supply and sanitation","Implementation","2003","2008","46928177.902","26261470.27"
"8729922410","1","HEALTH SECTOR STRATEGIC PLAN II","2005-11-21","start-actual","2010-12-31","end-planned","Belgium","BEL","Uganda","UGA","510","General budget support","Completion","2005","2011","22938138.058","24702571.125"
"87299381231","1","PROGRAMME AID GRANT 1999-2000","2000-02-08","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","510","General budget support","Completion","2000","2000","23887973.64","21706586.826"
"8729931590","0","COORDINATION OF MICRO SMALL ENTERPRISES & MICROFINANCE OUTREACH","2004-12-31","start-actual","2014-12-31","end-planned","European Union|Germany|International Fund for Agricultural Development|Norway","DAC|DEU|DAC|NOR","Uganda","UGA","151","Government and civil society, general","Implementation","2000","2014","25102824.6","24544117.252"
"87299381189","1","EMERGENCY BRIDGE STOCK SUPPLIES","1996-02-28","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","510","General budget support","Completion","1996","1997","377503.852","306133.97"
"87299271287","1","EMERGENCY CHOLERA","1997-11-29","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","510","General budget support","Completion","1997","2003","3016407.2","2848232.192"
