"","NAME_0","NAME_1","NAME_2","NAME_3_unique","project_id","project_location_id","precision_code","geoname_id","place_name","location_type_code","location_type_name","gazetteer_adm_code","gazetteer_adm_name","location_class","geographic_exactness","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements","even_split_commitments","even_split_disbursements","NAME_3","NAME_0.id","NAME_1.id","NAME_2.id","NAME_3.id"
"865","Uganda","Kampala","Kampala","Nakawa Division Kampala",8729922437,"8729922437_7732387",2,7732387,"Nakawa","ADM4","fourth-order administrative division","6295630|6255146|UG|C|443339|8644170|7732387","Earth|Africa|Uganda|Central Region|Kampala District|Kampala Capital City|Nakawa",1,1,1,"EXPERTS FOR HOSPITAL CONSTRUCTION","2007-09-18","start-actual","2009-12-31","end-planned","China","CHN","Uganda","UGA","120","Health","Completion",2007,2009,86281.391,0,86281.391,0,"Nakawa Division",1,16,76,718
"866","Uganda","Kampala","Kampala","Nakawa Division Kampala",87299462415,"87299462415_229234",1,229234,"Mbuya","PPL","populated place","6295630|6255146|UG|C|443339|229234","Earth|Africa|Uganda|Central Region|Kampala District|Mbuya",1,2,1,"KAMPALA DELIVERY OF INTEGRATED HIV COUNSELING AND TESTING SERVICES","2012-09-26","start-actual","2015-09-25","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2012,2015,9e+06,0,450000,0,"Nakawa Division",1,16,76,718
"867","Uganda","Kampala","Kampala","Nakawa Division Kampala",8729921859,"8729921859_230466",1,230466,"Kyambogo","PPL","populated place","6295630|6255146|UG|C|443339|230466","Earth|Africa|Uganda|Central Region|Kampala District|Kyambogo",1,2,1,"CONSTRUCTION OF DEMONSTRATION BIOGAS DIGESTERS","1999-11-22","start-actual","2000-12-31","end-planned","China","CHN","Uganda","UGA","230","Energy generation and supply","Completion",1989,2000,353209.353,175236.073,353209.353,175236.073,"Nakawa Division",1,16,76,718
"868","Uganda","Kampala","Kampala","Nakawa Division Kampala",8729921867,"8729921867_230466",1,230466,"Kyambogo","PPL","populated place","6295630|6255146|UG|C|443339|230466","Earth|Africa|Uganda|Central Region|Kampala District|Kyambogo",1,2,1,"SUPPORT TO UGANDA INDUSTRIAL RESEARCH INSTITUTE (UIRI)- NAKAWA","2001-01-02","start-actual","2004-03-31","end-planned","China","CHN","Uganda","UGA","331","Trade policy and regulations","Completion",1997,2004,4042048.724,4522442.862,4042048.724,4522442.862,"Nakawa Division",1,16,76,718
"869","Uganda","Kampala","Kampala","Nakawa Division Kampala",87299462242,"87299462242_230466",1,230466,"Kyambogo","PPL","populated place","6295630|6255146|UG|C|443339|230466","Earth|Africa|Uganda|Central Region|Kampala District|Kyambogo",1,2,1,"THSCAN MOBILE CONTAINER/VEHICLE INSPECTION SYSTEM","2007-06-01","start-actual","2007-06-30","end-planned","China","CHN","Uganda","UGA","152","Conflict prevention and resolution, peace and security","Completion",2007,2007,5479000,0,5479000,0,"Nakawa Division",1,16,76,718
"870","Uganda","Kampala","Kampala","Rubaga Division Kampala",8729925500,"8729925500_7647981",1,7647981,"Mutundwe","PPL","populated place","6295630|6255146|UG|C|7647981","Earth|Africa|Uganda|Central Region|Mutundwe",1,2,1,"POWER SECTOR DEVELOPMENT PROGRAMME","2007-06-27","start-actual","2013-12-31","end-planned","African Development Fund|International Development Association","DAC|DAC","Uganda","UGA","230","Energy generation and supply","Implementation",1997,2013,363998266.518,163530931.79,40444251.8353,18170103.5322,"Rubaga Division",1,16,76,889
"871","Uganda","Kampala","Kampala","Rubaga Division Kampala",87299211147,"87299211147_8181695",1,8181695,"Mutundwe","PS","power station","6295630|6255146|UG|C|8181695","Earth|Africa|Uganda|Central Region|Mutundwe",1,3,1,"SUPPORT TO THERMAL POWER GENERATION","2007-06-27","start-actual","2013-12-13","end-planned","International Development Association|Norway","DAC|NOR","Uganda","UGA","230","Energy generation and supply","Completion",2007,2013,312574783.632,23737776.899,39071847.954,2967222.11238,"Rubaga Division",1,16,76,889
"872","Uganda","Kampala","Kampala","Rubaga Division Kampala",87299223558,"87299223558_7669375",1,7669375,"Busega","PPL","populated place","6295630|6255146|UG|C|7669375","Earth|Africa|Uganda|Central Region|Busega",1,2,1,"RSISTAP - STUDIES","","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","210","Transport and storage","Completion",1998,2008,29268292.682,21564609.164,791034.937351,582827.274703,"Rubaga Division",1,16,76,889
"873","Uganda","Kampala","Kampala","Rubaga Division Kampala",87299462506,"87299462506_7647981",1,7647981,"Mutundwe","PPL","populated place","6295630|6255146|UG|C|7647981","Earth|Africa|Uganda|Central Region|Mutundwe",1,2,1,"THE PROJECT FOR PROCUREMENT OF VEHICLES FOR IMPROVEMENT IN ACCESS TO MEDICAL AND EDUCATIONAL SERVICES FOR VULNERABLE PEOPLE","2013-03-19","start-actual","","end-planned","Japan","JPN","Uganda","UGA","110","Education","Implementation",2013,2013,123000,56359.377,123000,56359.377,"Rubaga Division",1,16,76,889
"874","Uganda","Kampala","Kampala","Rubaga Division Kampala",87299462415,"87299462415_7647981",1,7647981,"Mutundwe","PPL","populated place","6295630|6255146|UG|C|7647981","Earth|Africa|Uganda|Central Region|Mutundwe",1,2,1,"KAMPALA DELIVERY OF INTEGRATED HIV COUNSELING AND TESTING SERVICES","2012-09-26","start-actual","2015-09-25","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2012,2015,9e+06,0,450000,0,"Rubaga Division",1,16,76,889
"875","Uganda","Kampala","Kampala","Rubaga Division Kampala",8729922535,"8729922535_226691",1,226691,"Rubaga","MSSN","mission","6295630|6255146|UG|C|443339|226691","Earth|Africa|Uganda|Central Region|Kampala District|Rubaga",1,3,1,"ELECTRICITY SECTOR DEVELOPMENT PROJECT","2012-10-23","start-actual","2017-02-28","end-planned","International Development Association","DAC","Uganda","UGA","230","Energy generation and supply","Implementation",2011,2017,118560000,2398497.751,7410000,149906.109438,"Rubaga Division",1,16,76,889
"876","Uganda","Kampala","Kampala","Rubaga Division Kampala",87299462558,"87299462558_229224",1,229224,"Mengo","PPL","populated place","6295630|6255146|UG|C|443339|229224","Earth|Africa|Uganda|Central Region|Kampala District|Mengo",1,2,1,"THE PROJECT FOR CONSTRUCTION OF A DORMITORY BLOCK AT ST. ELIZABETH GIRLS' HOME FOR VOCATIONAL TRAINING","2010-02-02","start-actual","","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion",2010,2011,47646,42371.213,47646,42371.213,"Rubaga Division",1,16,76,889
"877","Uganda","Kamuli","Budiope","Bugaya Budiope",87299462382,"87299462382_234581",1,234581,"Bugaya","PPL","populated place","6295630|6255146|UG|E|8030571|234581","Earth|Africa|Uganda|Eastern Region|Buyende District|Bugaya",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Bugaya",1,17,14,103
"878","Uganda","Kamuli","Budiope","Bugaya Budiope",87299462355,"87299462355_234581",1,234581,"Bugaya","PPL","populated place","6295630|6255146|UG|E|8030571|234581","Earth|Africa|Uganda|Eastern Region|Buyende District|Bugaya",1,2,1,"STRENGTHENING DECENTRALIZATION FOR SUSTAINABILITY (SDS)","2010-04-19","start-actual","2015-04-17","end-planned","United States of America","USA","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2015,39990270,12090800,571289.571429,172725.714286,"Bugaya",1,17,14,103
"879","Uganda","Kamuli","Budiope","Bugaya Budiope",87299462382,"87299462382_228587",1,228587,"Nabirumba","PPL","populated place","6295630|6255146|UG|00","Earth|Africa|Uganda|Nabirumba",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Bugaya",1,17,14,103
"880","Uganda","Kamuli","Budiope","Buyende Budiope",87299462382,"87299462382_233840",1,233840,"Buyende","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|E|8030571|233840","Earth|Africa|Uganda|Eastern Region|Buyende District|Buyende",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Buyende",1,17,14,219
"881","Uganda","Kamuli","Budiope","Buyende Budiope",87299462382,"87299462382_225868",1,225868,"Wesunire","PPL","populated place","6295630|6255146|UG|E|8030571|225868","Earth|Africa|Uganda|Eastern Region|Buyende District|Wesunire",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Buyende",1,17,14,219
"882","Uganda","Kamuli","Budiope","Buyende Budiope",87299462355,"87299462355_233840",1,233840,"Buyende","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|E|8030571|233840","Earth|Africa|Uganda|Eastern Region|Buyende District|Buyende",1,2,1,"STRENGTHENING DECENTRALIZATION FOR SUSTAINABILITY (SDS)","2010-04-19","start-actual","2015-04-17","end-planned","United States of America","USA","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2015,39990270,12090800,571289.571429,172725.714286,"Buyende",1,17,14,219
"883","Uganda","Kamuli","Budiope","Buyende Budiope",8729938740,"8729938740_8030571",3,8030571,"Buyende District","ADM2","second-order administrative division","6295630|6255146|UG|E|8030571","Earth|Africa|Uganda|Eastern Region|Buyende District",1,1,1,"RURAL WATER SUPPLY $ SANITATION","2006-01-23","start-actual","2010-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","140","Water supply and sanitation","Completion",2006,2010,58910162.002,62374450.898,525983.589304,556914.740161,"Buyende",1,17,14,219
"884","Uganda","Kamuli","Budiope","Kagulu Budiope",87299462355,"87299462355_232779",1,232779,"Kagulu","PPL","populated place","6295630|6255146|UG|E|8030571|232779","Earth|Africa|Uganda|Eastern Region|Buyende District|Kagulu",1,2,1,"STRENGTHENING DECENTRALIZATION FOR SUSTAINABILITY (SDS)","2010-04-19","start-actual","2015-04-17","end-planned","United States of America","USA","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2015,39990270,12090800,571289.571429,172725.714286,"Kagulu",1,17,14,322
"885","Uganda","Kamuli","Budiope","Kagulu Budiope",87299462382,"87299462382_233196",1,233196,"Irundu","PPL","populated place","6295630|6255146|UG|E|8030571|233196","Earth|Africa|Uganda|Eastern Region|Buyende District|Irundu",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Kagulu",1,17,14,322
"886","Uganda","Kamuli","Budiope","Nkondo Budiope",87299462355,"87299462355_227770",1,227770,"Nkondo","PPL","populated place","6295630|6255146|UG|E|8030571|227770","Earth|Africa|Uganda|Eastern Region|Buyende District|Nkondo",1,2,1,"STRENGTHENING DECENTRALIZATION FOR SUSTAINABILITY (SDS)","2010-04-19","start-actual","2015-04-17","end-planned","United States of America","USA","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2015,39990270,12090800,571289.571429,172725.714286,"Nkondo",1,17,14,764
"887","Uganda","Kamuli","Bugabula","Balawoli Bugabula",87299462382,"87299462382_228545",1,228545,"Nabulezi","PPL","populated place","6295630|6255146|UG|E|443340|228545","Earth|Africa|Uganda|Eastern Region|Kamuli District|Nabulezi",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Balawoli",1,17,16,62
"888","Uganda","Kamuli","Bugabula","Balawoli Bugabula",87299462382,"87299462382_234617",2,234617,"Bugabula County","ADM3","third-order administrative division","6295630|6255146|UG|E|443340|234617","Earth|Africa|Uganda|Eastern Region|Kamuli District|Bugabula County",1,1,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Balawoli",1,17,16,62
"889","Uganda","Kamuli","Bugabula","Balawoli Bugabula",87299462382,"87299462382_232772",1,232772,"Kagumba","PPL","populated place","6295630|6255146|UG|E|443340|232772","Earth|Africa|Uganda|Eastern Region|Kamuli District|Kagumba",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Balawoli",1,17,16,62
"890","Uganda","Kamuli","Bugabula","Butansi Bugabula",87299462382,"87299462382_234569",1,234569,"Bugeyuwa","PPL","populated place","6295630|6255146|UG|E|443340|234569","Earth|Africa|Uganda|Eastern Region|Kamuli District|Bugeyuwa",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Butansi",1,17,16,197
"891","Uganda","Kamuli","Bugabula","Kamuli Tc Bugabula",8729924579,"8729924579_443340",3,443340,"Kamuli District","ADM2","second-order administrative division","6295630|6255146|UG|E|443340","Earth|Africa|Uganda|Eastern Region|Kamuli District",1,1,1,"UGANDA HIV/AIDS CONTROL PROJECT","2001-05-14","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","120","Health","Completion",2001,2007,48129032.258,44965761.017,1552549.42768,1450508.4199,"Kamuli Tc",1,17,16,360
"892","Uganda","Kamuli","Bugabula","Kamuli Tc Bugabula",87299462382,"87299462382_232397",1,232397,"Kamuli","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|E|443340|232397","Earth|Africa|Uganda|Eastern Region|Kamuli District|Kamuli",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Kamuli Tc",1,17,16,360
"893","Uganda","Kamuli","Bugabula","Kamuli Tc Bugabula",87299463277,"87299463277_443340",3,443340,"Kamuli District","ADM2","second-order administrative division","6295630|6255146|UG|E|443340","Earth|Africa|Uganda|Eastern Region|Kamuli District",1,1,1,"WORKERS' PAS-VALIDATION OF NON-FORMAL AND INFORMAL TRAINING","2010-11-30","start-actual","2015-06-30","end-planned","European Union","DAC","Uganda","UGA","110","Education","Implementation",2010,2015,702064.788,587780.094,140412.9576,117556.0188,"Kamuli Tc",1,17,16,360
"894","Uganda","Kamuli","Bugabula","Kamuli Tc Bugabula",87299463351,"87299463351_443340",3,443340,"Kamuli District","ADM2","second-order administrative division","6295630|6255146|UG|E|443340","Earth|Africa|Uganda|Eastern Region|Kamuli District",1,1,1,"ESTABLISHING AN EXPORT MARKET FOR CERTIFIED RESPONSIBLE COFFEE WITH SMALLHOLDER PRODUCER GROUPS IN UGANDA","2005-12-25","start-actual","2011-08-09","end-planned","European Union","DAC","Uganda","UGA","311","Agriculture","Completion",2005,2011,675370,923636.285,675370,923636.285,"Kamuli Tc",1,17,16,360
"895","Uganda","Kamuli","Bugabula","Kamuli Tc Bugabula",8729938740,"8729938740_443340",3,443340,"Kamuli District","ADM2","second-order administrative division","6295630|6255146|UG|E|443340","Earth|Africa|Uganda|Eastern Region|Kamuli District",1,1,1,"RURAL WATER SUPPLY $ SANITATION","2006-01-23","start-actual","2010-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","140","Water supply and sanitation","Completion",2006,2010,58910162.002,62374450.898,525983.589304,556914.740161,"Kamuli Tc",1,17,16,360
"896","Uganda","Kamuli","Bugabula","Kamuli Tc Bugabula",8729922214,"8729922214_443340",3,443340,"Kamuli District","ADM2","second-order administrative division","6295630|6255146|UG|E|443340","Earth|Africa|Uganda|Eastern Region|Kamuli District",1,1,1,"APPROPRIATE RENEWABLE TECHNOLOGIES","2011-02-01","start-actual","","end-planned","Islamic Development Bank","DAC","Uganda","UGA","151","Government and civil society, general","Implementation",2011,2012,253000,108275,19461.5384615,8328.84615385,"Kamuli Tc",1,17,16,360
"897","Uganda","Kamuli","Bugabula","Kamuli Tc Bugabula",87299464068,"87299464068_443340",3,443340,"Kamuli District","ADM2","second-order administrative division","6295630|6255146|UG|E|443340","Earth|Africa|Uganda|Eastern Region|Kamuli District",1,1,1,"INTEGRATED DRYLANDS DEVELOPMENT PROGRAMME (IDDP)- SUPPORT FOR THE IMPLEMENTATION OF UNCCD IN THE CONTEXT OF TERRAFRICA INTIATIVE","2013-01-01","start-actual","2014-12-31","end-planned","United Nations Development Programme","DAC","Uganda","UGA","140","Water supply and sanitation","Implementation",2013,2014,0,0,0,0,"Kamuli Tc",1,17,16,360
"898","Uganda","Kamuli","Bugabula","Nabwigulu Bugabula",87299462382,"87299462382_228559",1,228559,"Nabuwigulu","PPL","populated place","6295630|6255146|UG|E|443340|228559","Earth|Africa|Uganda|Eastern Region|Kamuli District|Nabuwigulu",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Nabwigulu",1,17,16,705
"899","Uganda","Kamuli","Bulamogi","Bumanya Bulamogi",87299462382,"87299462382_234206",1,234206,"Bumanya","PPL","populated place","6295630|6255146|UG|E|7056287|234206","Earth|Africa|Uganda|Eastern Region|Kaliro District|Bumanya",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Bumanya",1,17,32,156
"900","Uganda","Kamuli","Bulamogi","Bumanya Bulamogi",87299462355,"87299462355_234305",2,234305,"Bulamogi County","ADM3","third-order administrative division","6295630|6255146|UG|E|7056287|234305","Earth|Africa|Uganda|Eastern Region|Kaliro District|Bulamogi County",1,1,1,"STRENGTHENING DECENTRALIZATION FOR SUSTAINABILITY (SDS)","2010-04-19","start-actual","2015-04-17","end-planned","United States of America","USA","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2015,39990270,12090800,571289.571429,172725.714286,"Bumanya",1,17,32,156
"901","Uganda","Kamuli","Bulamogi","Bumanya Bulamogi",87299462355,"87299462355_234206",1,234206,"Bumanya","PPL","populated place","6295630|6255146|UG|E|7056287|234206","Earth|Africa|Uganda|Eastern Region|Kaliro District|Bumanya",1,2,1,"STRENGTHENING DECENTRALIZATION FOR SUSTAINABILITY (SDS)","2010-04-19","start-actual","2015-04-17","end-planned","United States of America","USA","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2015,39990270,12090800,571289.571429,172725.714286,"Bumanya",1,17,32,156
"902","Uganda","Kamuli","Bulamogi","Gadumire Bulamogi",8729938740,"8729938740_7056287",3,7056287,"Kaliro District","ADM2","second-order administrative division","6295630|6255146|UG|E|7056287","Earth|Africa|Uganda|Eastern Region|Kaliro District",1,1,1,"RURAL WATER SUPPLY $ SANITATION","2006-01-23","start-actual","2010-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","140","Water supply and sanitation","Completion",2006,2010,58910162.002,62374450.898,525983.589304,556914.740161,"Gadumire",1,17,32,257
"903","Uganda","Kamuli","Bulamogi","Gadumire Bulamogi",87299464068,"87299464068_7056287",3,7056287,"Kaliro District","ADM2","second-order administrative division","6295630|6255146|UG|E|7056287","Earth|Africa|Uganda|Eastern Region|Kaliro District",1,1,1,"INTEGRATED DRYLANDS DEVELOPMENT PROGRAMME (IDDP)- SUPPORT FOR THE IMPLEMENTATION OF UNCCD IN THE CONTEXT OF TERRAFRICA INTIATIVE","2013-01-01","start-actual","2014-12-31","end-planned","United Nations Development Programme","DAC","Uganda","UGA","140","Water supply and sanitation","Implementation",2013,2014,0,0,0,0,"Gadumire",1,17,32,257
"904","Uganda","Kamuli","Bulamogi","Namugongo Bulamogi",87299462556,"87299462556_228141",1,228141,"Namugongo","PPL","populated place","6295630|6255146|UG|E|7056287|228141","Earth|Africa|Uganda|Eastern Region|Kaliro District|Namugongo",1,2,1,"THE PROJECT FOR IMPROVEMENT OF PRIMARY SCHOOLS' FACILITIES IN KALIRO DISTRICT","2010-02-02","start-actual","2011-05-04","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion",2010,2011,90442,82189.47,45221,41094.735,"Namugongo",1,17,32,733
"905","Uganda","Kamuli","Bulamogi","Namugongo Bulamogi",8729938854,"8729938854_228141",1,228141,"Namugongo","PPL","populated place","6295630|6255146|UG|E|7056287|228141","Earth|Africa|Uganda|Eastern Region|Kaliro District|Namugongo",1,2,1,"ADB III POST PRIMARY EDUCATION EDUC & TRAINING","2006-07-09","start-actual","2012-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","110","Education","Completion",2006,2012,29455081.001,31126919.891,685001.883744,723881.85793,"Namugongo",1,17,32,733
"906","Uganda","Kamuli","Bulamogi","Namugongo Bulamogi",87299462382,"87299462382_232526",1,232526,"Kaliro","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|E|7056287|232526","Earth|Africa|Uganda|Eastern Region|Kaliro District|Kaliro",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Namugongo",1,17,32,733
"907","Uganda","Kamuli","Bulamogi","Namugongo Bulamogi",87299462382,"87299462382_234643",1,234643,"Budini","PPL","populated place","6295630|6255146|UG|E|7056287|234643","Earth|Africa|Uganda|Eastern Region|Kaliro District|Budini",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Namugongo",1,17,32,733
"908","Uganda","Kamuli","Bulamogi","Namugongo Bulamogi",87299462382,"87299462382_228141",1,228141,"Namugongo","PPL","populated place","6295630|6255146|UG|E|7056287|228141","Earth|Africa|Uganda|Eastern Region|Kaliro District|Namugongo",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Namugongo",1,17,32,733
"909","Uganda","Kamuli","Bulamogi","Namugongo Bulamogi",87299462355,"87299462355_232526",1,232526,"Kaliro","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|E|7056287|232526","Earth|Africa|Uganda|Eastern Region|Kaliro District|Kaliro",1,2,1,"STRENGTHENING DECENTRALIZATION FOR SUSTAINABILITY (SDS)","2010-04-19","start-actual","2015-04-17","end-planned","United States of America","USA","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2015,39990270,12090800,571289.571429,172725.714286,"Namugongo",1,17,32,733
"910","Uganda","Kamuli","Bulamogi","Namwiwa Bulamogi",87299462556,"87299462556_228083",1,228083,"Namwiwa","PPL","populated place","6295630|6255146|UG|E|7056287|228083","Earth|Africa|Uganda|Eastern Region|Kaliro District|Namwiwa",1,2,1,"THE PROJECT FOR IMPROVEMENT OF PRIMARY SCHOOLS' FACILITIES IN KALIRO DISTRICT","2010-02-02","start-actual","2011-05-04","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion",2010,2011,90442,82189.47,45221,41094.735,"Namwiwa",1,17,32,737
"911","Uganda","Kamuli","Bulamogi","Nawaikoke Bulamogi",87299462382,"87299462382_227972",1,227972,"Nawampiti","PPL","populated place","6295630|6255146|UG|E|7056287|227972","Earth|Africa|Uganda|Eastern Region|Kaliro District|Nawampiti",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Nawaikoke",1,17,32,740
"912","Uganda","Kamuli","Bulamogi","Nawaikoke Bulamogi",87299462355,"87299462355_227981",1,227981,"Nawaikoke","PPL","populated place","6295630|6255146|UG|E|7056287|227981","Earth|Africa|Uganda|Eastern Region|Kaliro District|Nawaikoke",1,2,1,"STRENGTHENING DECENTRALIZATION FOR SUSTAINABILITY (SDS)","2010-04-19","start-actual","2015-04-17","end-planned","United States of America","USA","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2015,39990270,12090800,571289.571429,172725.714286,"Nawaikoke",1,17,32,740
"913","Uganda","Kamuli","Buzaaya","Bugulumbya Buzaaya",87299462382,"87299462382_234516",1,234516,"Bugulumbia","PPL","populated place","6295630|6255146|UG|E|443340|234516","Earth|Africa|Uganda|Eastern Region|Kamuli District|Bugulumbia",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Bugulumbya",1,17,50,111
"914","Uganda","Kamuli","Buzaaya","Kisozi Buzaaya",87299462382,"87299462382_8629164",1,8629164,"Kisozi","PPL","populated place","6295630|6255146|UG|E|8629164","Earth|Africa|Uganda|Eastern Region|Kisozi",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Kisozi",1,17,50,492
"915","Uganda","Kamuli","Buzaaya","Kisozi Buzaaya",87299462382,"87299462382_228058",1,228058,"Nankandulo","PPL","populated place","6295630|6255146|UG|E|443340|228058","Earth|Africa|Uganda|Eastern Region|Kamuli District|Nankandulo",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Kisozi",1,17,50,492
"916","Uganda","Kamuli","Buzaaya","Mbulamuti Buzaaya",87299462382,"87299462382_234222",1,234222,"Buluya","PPL","populated place","6295630|6255146|UG|E|443340|234222","Earth|Africa|Uganda|Eastern Region|Kamuli District|Buluya",1,2,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Mbulamuti",1,17,50,642
